user_ranking,user_name,game_platform,user_average_ranking,game_title
8,Germaximus,PlayStation 4,0.0,Omensight
8,GBG_Jason,Xbox One,7.4,Robocraft Infinity
0,ColbyTurkey,PlayStation 4,0.0,Laser League
9,FMstereo,PlayStation 4,0.0,Destiny
9,IvyPace,Wii U,0.0,Tokyo Mirage Sessions #FE
7,TheCoffeeTalker,Wii,0.0,Arc Rise Fantasia
10,GBG_Jason,Xbox One,7.4,SUPERHOT
9,GBG_Jason,PlayStation 4,7.4,Octahedron
9,WereSuricat,Switch,9.9,I Am Setsuna
9,GBG_Jason,PC,7.4,Into the Breach
7,GBG_Jason,Xbox One,7.4,NORTH
10,Solasir,Xbox One,0.0,Elex
10,Solasir,PC,0.0,Elex
10,MixableFire,Wii U,0.0,Mario Kart 8
9,TheMitch,Wii U,8.6,Need for Speed: Most Wanted U
9,N1ntendo,Wii U,0.0,Stick it to the Man!
9,GBG_Jason,PlayStation 4,7.4,DEADBOLT
6,bobobolas,PlayStation 4,8.0,Just Cause 3
4,Lasthonestman,PlayStation 4,0.0,XCOM 2: War of the Chosen
8,bobobolas,PlayStation 4,8.0,Dark Souls III
10,bobobolas,PC,8.0,X-COM: Apocalypse
7,bobobolas,PlayStation 4,8.0,XCOM 2: War of the Chosen
9,TheMitch,Wii U,8.6,CastleStorm
9,TheMitch,Wii U,8.6,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien
7,TheMitch,Wii U,8.6,Giana Sisters: Twisted Dreams
9,GBG_Jason,PlayStation 4,7.4,Strikers Edge
7,GBG_Jason,PC,7.4,LEGRAND LEGACY: Tale of the Fatebounds
7,TheMitch,Wii U,8.6,Mighty Switch Force! Hyper Drive Edition
9,TheMitch,Wii U,8.6,Puddle
8,TheMitch,Wii U,8.6,Nano Assault Neo
7,GBG_Jason,Xbox One,7.4,Marvel vs. Capcom: Infinite
9,GBG_Jason,Xbox One,7.4,Bulletstorm: Full Clip Edition
5,McGillotine,Xbox One,5.7,Dishonored 2
8,ITZZZPERRY,Xbox One,7.9,Battlefield 4
6,ITZZZPERRY,Xbox 360,7.9,Far Cry 3: Blood Dragon
10,ITZZZPERRY,PlayStation 4,7.9,Journey
7,GBG_Jason,Xbox One,7.4,Tekken 7
9,EternalTouch,PlayStation 4,0.0,Shantae: Half-Genie Hero
10,ragegames,Switch,0.0,The Legend of Zelda: Breath of the Wild
7,raccoondaddy,PlayStation 3,7.8,Hotline Miami
9,TheMitch,Wii U,8.6,Nintendo Land
8,TheMitch,Wii U,8.6,Tekken Tag Tournament 2: Wii U Edition
7,ITZZZPERRY,Xbox One,7.9,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One
10,ITZZZPERRY,Xbox One,7.9,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two
8,ITZZZPERRY,Xbox One,7.9,The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law
4,GBG_Jason,PlayStation 4,7.4,Road Rage
5,pongkrit03,PlayStation 4,8.0,Final Fantasy XV
8,pongkrit03,PlayStation 4,8.0,XCOM 2
3,Nel,PlayStation 4,5.2,Spy Chameleon
6,ITZZZPERRY,Xbox One,7.9,Batman: The Telltale Series - Episode 4: Guardian of Gotham
8,ITZZZPERRY,Xbox One,7.9,Batman: The Telltale Series - Episode 5: City of Light
9,ITZZZPERRY,Xbox One,7.9,Wolfenstein: The New Order
5,GBG_Jason,Xbox One,7.4,Decay: The Mare
6,pongkrit03,PlayStation 4,8.0,Hatsune Miku: Project Diva X
7,pongkrit03,PlayStation 4,8.0,Middle-earth: Shadow of Mordor
5,ITZZZPERRY,Xbox One,7.9,Batman: The Telltale Series - Episode 1: Realm of Shadows
9,ITZZZPERRY,Xbox One,7.9,Assassin's Creed: The Ezio Collection
9,GBG_Jason,Xbox One,7.4,Little Nightmares
10,Mats2468,Nintendo 64,4.6,The Legend of Zelda: Ocarina of Time
7,ITZZZPERRY,iOS,7.9,Pokemon GO
8,Haasmik,PlayStation 4,0.0,Stories: The Path of Destinies
10,QWARK1996,PlayStation 4,0.0,Ratchet & Clank
10,jtassassins,PlayStation 4,9.1,Dark Souls II: Scholar of the First Sin
8,pongkrit03,PlayStation 4,8.0,Final Fantasy X / X-2 HD Remaster
7,pongkrit03,PC,8.0,Blade & Soul
5,McGillotine,Xbox 360,5.7,Grand Theft Auto Online
9,ITZZZPERRY,Xbox One,7.9,The Walking Dead: Michonne - Episode 2: Give No Shelter
9,GBG_Jason,PlayStation 4,7.4,Shadow Tactics: Blades of the Shogun
10,GBG_Jason,PlayStation 4,7.4,Nidhogg 2
8,GBG_Jason,Xbox One,7.4,The Way
9,GBG_Jason,Xbox One,7.4,Marvel Heroes Omega
6,GBG_Jason,PlayStation 4,7.4,Leaving Lyndow
9,GBG_Jason,PlayStation 4,7.4,Aven Colony
9,pongkrit03,PC,8.0,HAWKEN
7,pongkrit03,PC,8.0,Dark Souls II
9,pongkrit03,PlayStation 4,8.0,Bloodborne
8,xl33tgamerx,Xbox One,4.3,Neverwinter
0,MadaoChris,Xbox One,0.0,NBA 2K14
10,Jhack,Xbox One,9.2,NHL 15
8,ITZZZPERRY,Xbox One,7.9,Fallout 4
7,GBG_Jason,Xbox One,7.4,Maize
6,GBG_Jason,Xbox One,7.4,SEUM: Speedrunners from Hell
9,GBG_Jason,PlayStation 4,7.4,Tooth and Tail
5,GBG_Jason,Xbox One,7.4,Planet of the Eyes
9,GBG_Jason,Xbox One,7.4,Time Recoil
8,GBG_Jason,Xbox One,7.4,Feral Fury
8,GBG_Jason,Xbox One,7.4,Killing Floor 2
9,thealexmott,PlayStation 4,7.7,King's Quest Chapter 5: The Good Knight
10,thealexmott,PlayStation 2,7.7,Katamari Damacy
6,xl33tgamerx,Xbox One,4.3,N.E.R.O.: Nothing Ever Remains Obscure
0,xl33tgamerx,PC,4.3,Dragon Age: Inquisition - Jaws Of Hakkon
10,ITZZZPERRY,Xbox One,7.9,Rise of the Tomb Raider
0,xl33tgamerx,PlayStation 4,4.3,The Elder Scrolls Online: Tamriel Unlimited
10,GBG_Jason,PlayStation 4,7.4,Hob
5,GBG_Jason,Xbox One,7.4,Lightfield
8,GBG_Jason,PlayStation 4,7.4,Pankapu
5,GBG_Jason,PC,7.4,Auto Age: Standoff
9,GBG_Jason,PlayStation 4,7.4,Obduction
9,ITZZZPERRY,Xbox One,7.9,Halo 5: Guardians
7,ITZZZPERRY,Xbox One,7.9,Destiny
8,ITZZZPERRY,Xbox One,7.9,LEGO Marvel Super Heroes
7,thealexmott,Nintendo 64,7.7,Tony Hawk's Pro Skater 2
6,thealexmott,Nintendo 64,7.7,Jet Force Gemini
9,xl33tgamerx,PlayStation 4,4.3,The Witcher 3: Wild Hunt
6,xl33tgamerx,PC,4.3,World of Warcraft: Warlords of Draenor
6,ITZZZPERRY,Xbox One,7.9,Batman: Arkham Knight - Catwoman's Revenge
8,ITZZZPERRY,PlayStation 3,7.9,Uncharted: Drake's Fortune
8,ITZZZPERRY,Xbox 360,7.9,Red Dead Redemption: Undead Nightmare Pack
10,ITZZZPERRY,Xbox One,7.9,Tales From The Borderlands: Episode 3 - Catch A Ride
6,ITZZZPERRY,Xbox One,7.9,Batman: Arkham Knight - A Flip of a Coin
10,ITZZZPERRY,Xbox One,7.9,Tales From The Borderlands: Episode 4 - Escape Plan Bravo
9,ITZZZPERRY,Xbox One,7.9,Batman: Arkham Knight - Season of Infamy: Most Wanted
8,ITZZZPERRY,Xbox One,7.9,Tales From The Borderlands: Episode 5 - The Vault of the Traveler
9,ITZZZPERRY,Xbox One,7.9,6180 the Moon
9,thealexmott,Nintendo 64,7.7,Mario Kart 64
8,thealexmott,Nintendo 64,7.7,Donkey Kong 64
10,thealexmott,Nintendo 64,7.7,Banjo-Tooie
1,xl33tgamerx,PC,4.3,Bound by Flame
9,xl33tgamerx,PlayStation 4,4.3,Final Fantasy XIV Online: A Realm Reborn
8,ITZZZPERRY,Xbox One,7.9,Game of Thrones: Episode Four - Sons of Winter
9,ITZZZPERRY,Xbox One,7.9,Game of Thrones: Episode Five - A Nest of Vipers
6,ITZZZPERRY,PlayStation 3,7.9,Urban Trial Freestyle
9,ITZZZPERRY,Xbox 360,7.9,Guitar Hero: Aerosmith
8,ITZZZPERRY,PlayStation 4,7.9,TowerFall Ascension
9,ITZZZPERRY,PlayStation 4,7.9,Bloodborne
4,ITZZZPERRY,Xbox One,7.9,Batman: Arkham Knight - GCPD Lockdown
8,ITZZZPERRY,Xbox One,7.9,Tales From The Borderlands: Episode 1 - Zer0 Sum
8,ITZZZPERRY,Xbox One,7.9,Game of Thrones: Episode Six - The Ice Dragon
9,ITZZZPERRY,Xbox One,7.9,Tales From The Borderlands: Episode 2 - Atlas Mugged
6,thealexmott,PlayStation 2,7.7,Shadow of the Colossus
10,thealexmott,Wii,7.7,The Legend of Zelda: Skyward Sword
4,thealexmott,Wii,7.7,Mario Party 9
6,thealexmott,Wii,7.7,Wii Play
8,ITZZZPERRY,PlayStation 4,7.9,Rocket League
6,ITZZZPERRY,PlayStation 4,7.9,Contrast
9,ITZZZPERRY,Xbox One,7.9,Minecraft: Xbox One Edition
6,thealexmott,Wii,7.7,Mario Kart Wii
9,ITZZZPERRY,Xbox One,7.9,Far Cry 4
9,ITZZZPERRY,Xbox 360,7.9,Tom Clancy's Splinter Cell: Blacklist
8,ITZZZPERRY,Xbox One,7.9,Game of Thrones: Episode One - Iron From Ice
9,ITZZZPERRY,iOS,7.9,Plague Inc.
9,ITZZZPERRY,Xbox One,7.9,Game of Thrones: Episode Two - The Lost Lords
9,ITZZZPERRY,Xbox One,7.9,Game of Thrones: Episode Three - The Sword in the Darkness
8,ITZZZPERRY,iOS,7.9,Fallout Shelter
10,thealexmott,PlayStation 3,7.7,flower
9,thealexmott,PC,7.7,The Jackbox Party Pack 2
5,thealexmott,PlayStation 3,7.7,Rayman 3 HD
6,thealexmott,Xbox 360,7.7,LEGO Star Wars: The Complete Saga
8,ITZZZPERRY,Xbox One,7.9,Forza Motorsport 5
10,ITZZZPERRY,Xbox One,7.9,The Wolf Among Us
9,ITZZZPERRY,Xbox One,7.9,Assassin's Creed Chronicles: China
7,ITZZZPERRY,Xbox One,7.9,D4: Dark Dreams Don't Die
9,ITZZZPERRY,Xbox 360,7.9,Far Cry 3
8,ITZZZPERRY,Xbox One,7.9,Murdered: Soul Suspect
8,ITZZZPERRY,Xbox One,7.9,Forza Horizon 2 Presents Fast & Furious
9,ITZZZPERRY,Xbox One,7.9,Halo: The Master Chief Collection
10,ITZZZPERRY,Xbox One,7.9,Batman: Arkham Knight
5,ITZZZPERRY,Xbox One,7.9,Batman: Arkham Knight - A Matter of Family
9,thealexmott,Xbox 360,7.7,LEGO Marvel Super Heroes
3,thealexmott,Wii U,7.7,FreezeME
5,thealexmott,Wii U,7.7,Legend of Kay Anniversary
8,thealexmott,3DS,7.7,Woah Dave!
8,thealexmott,Wii U,7.7,Woah Dave!
8,thealexmott,Wii U,7.7,Wheel of Fortune
8,ITZZZPERRY,PlayStation 3,7.9,Sly 2: Band of Thieves
8,ITZZZPERRY,PlayStation 3,7.9,Sly 3: Honor Among Thieves
9,ITZZZPERRY,Xbox 360,7.9,Assassin's Creed Rogue
8,ITZZZPERRY,Xbox 360,7.9,Dead Rising 2: Case Zero
8,ITZZZPERRY,Xbox One,7.9,Assassin's Creed Unity
8,ITZZZPERRY,Xbox One,7.9,FIFA 14
6,ITZZZPERRY,Xbox One,7.9,Assassin's Creed Unity: Dead Kings
7,ITZZZPERRY,Xbox One,7.9,Call of Duty: Ghosts
6,ITZZZPERRY,Xbox 360,7.9,Call of Duty: Ghosts
8,ITZZZPERRY,PlayStation 4,7.9,Call of Duty: Ghosts
10,thealexmott,PC,7.7,Psychonauts
3,thealexmott,PlayStation,7.7,Dragon Ball Z: Ultimate Battle 22
9,thealexmott,Wii U,7.7,LEGO Marvel Super Heroes
10,thealexmott,Wii U,7.7,Shovel Knight: Plague of Shadows
6,thealexmott,Wii U,7.7,Batman: Arkham City - Armored Edition
9,ITZZZPERRY,Xbox One,7.9,Plants vs Zombies: Garden Warfare
6,ITZZZPERRY,Xbox 360,7.9,Skate 3
7,ITZZZPERRY,PlayStation 4,7.9,The Playroom
8,ITZZZPERRY,Xbox One,7.9,Ryse: Son of Rome
7,ITZZZPERRY,Xbox 360,7.9,Payday 2
6,ITZZZPERRY,Xbox 360,7.9,NCAA Football 14
9,ITZZZPERRY,Xbox One,7.9,Titanfall
7,ITZZZPERRY,PlayStation 4,7.9,Killzone: Shadow Fall
9,ITZZZPERRY,PlayStation 4,7.9,inFamous: First Light
10,thealexmott,3DS,7.7,The Legend of Zelda: A Link Between Worlds
6,thealexmott,DS,7.7,Rayman
7,ITZZZPERRY,PlayStation 4,7.9,MLB 14: The Show
6,thealexmott,3DS,7.7,Pokemon Picross
8,thealexmott,Wii,7.7,Pokemon Rumble
6,thealexmott,3DS,7.7,Pokemon Rumble World
8,ITZZZPERRY,PlayStation 3,7.9,PlayStation All-Stars Battle Royale
9,ITZZZPERRY,Xbox 360,7.9,Left 4 Dead
8,ITZZZPERRY,Xbox 360,7.9,NBA Jam
8,ITZZZPERRY,Xbox 360,7.9,Dead Island
7,ITZZZPERRY,Xbox One,7.9,Madden NFL 25
8,ITZZZPERRY,Xbox One,7.9,LIMBO
9,ITZZZPERRY,Xbox 360,7.9,Hitman: Absolution
7,ITZZZPERRY,Xbox One,7.9,Pinball FX 2
8,ITZZZPERRY,Xbox One,7.9,NBA 2K14
10,thealexmott,Wii U,7.7,The Legend of Zelda: Breath of the Wild
8,ITZZZPERRY,Xbox One,7.9,Guacamelee! Super Turbo Championship Edition
6,thealexmott,DS,7.7,Super Mario 64 DS
7,thealexmott,DS,7.7,Chrono Trigger
8,thealexmott,DS,7.7,Pokemon HeartGold Version
8,thealexmott,DS,7.7,Pokemon SoulSilver Version
7,thealexmott,PlayStation,7.7,Tony Hawk's Pro Skater 2
6,ITZZZPERRY,Xbox One,7.9,Halo: Spartan Assault
7,ITZZZPERRY,PlayStation 4,7.9,Outlast
9,ITZZZPERRY,Xbox One,7.9,Dead Rising 3
2,ITZZZPERRY,Xbox 360,7.9,Teenage Mutant Ninja Turtles: Training Lair
9,ITZZZPERRY,Xbox 360,7.9,Borderlands 2
9,ITZZZPERRY,PlayStation 3,7.9,Uncharted 2: Among Thieves
8,ITZZZPERRY,Xbox 360,7.9,NHL 13
8,ITZZZPERRY,Xbox 360,7.9,The Walking Dead: Season Two Episode 5 - No Going Back
9,ITZZZPERRY,PlayStation 4,7.9,Resogun
8,ITZZZPERRY,Xbox One,7.9,Metal Gear Solid V: Ground Zeroes
8,thealexmott,Wii U,7.7,LEGO Star Wars: The Force Awakens
7,thealexmott,Wii U,7.7,LEGO Jurassic World
6,thealexmott,Wii U,7.7,LEGO Marvel's Avengers
6,thealexmott,Wii U,7.7,The LEGO Movie Videogame
10,thealexmott,Wii U,7.7,Starwhal
8,thealexmott,Wii U,7.7,Jeopardy!
9,thealexmott,Wii U,7.7,Swap Fire
8,ITZZZPERRY,PlayStation 4,7.9,inFamous: Second Son
10,ITZZZPERRY,Xbox 360,7.9,The Walking Dead: Season Two Episode 3 - In Harm's Way
5,ITZZZPERRY,Xbox 360,7.9,Assassin's Creed Liberation HD
9,ITZZZPERRY,Xbox 360,7.9,Halo 4
8,ITZZZPERRY,Xbox 360,7.9,Saints Row: The Third
7,ITZZZPERRY,Xbox 360,7.9,Gears of War: Judgment
8,ITZZZPERRY,Xbox 360,7.9,The Walking Dead: Season Two Episode 4 - Amid the Ruins
8,ITZZZPERRY,Xbox 360,7.9,Assassin's Creed III
10,ITZZZPERRY,PlayStation 3,7.9,The Last of Us
9,ITZZZPERRY,PlayStation 3,7.9,The Last of Us: Left Behind
2,thealexmott,PlayStation 3,7.7,Family Feud Decades
6,thealexmott,PlayStation 3,7.7,Okami HD
7,thealexmott,PlayStation 3,7.7,Disney Castle of Illusion starring Mickey Mouse
5,thealexmott,PlayStation 3,7.7,Dead Rising 2
5,thealexmott,Wii,7.7,LEGO The Lord of the Rings
9,thealexmott,Xbox 360,7.7,LEGO The Lord of the Rings
7,ITZZZPERRY,Xbox One,7.9,Assassin's Creed IV: Black Flag - Freedom Cry
2,ITZZZPERRY,iOS,7.9,Flappy Bird
9,ITZZZPERRY,Xbox 360,7.9,The Walking Dead: Season Two Episode 2 - A House Divided
9,ITZZZPERRY,Xbox One,7.9,Assassin's Creed IV: Black Flag
9,ITZZZPERRY,Xbox 360,7.9,BioShock Infinite
10,ITZZZPERRY,Xbox 360,7.9,Grand Theft Auto V
8,ITZZZPERRY,PlayStation 3,7.9,MLB 12: The Show
7,ITZZZPERRY,Xbox 360,7.9,Batman: Arkham Origins
8,ITZZZPERRY,Xbox 360,7.9,"Batman: Arkham Origins - Cold, Cold Heart"
9,thealexmott,PC,7.7,Braid
2,ITZZZPERRY,Xbox 360,7.9,Batman: Arkham Origins - Initiation
10,thealexmott,Xbox 360,7.7,Halo 4
9,thealexmott,GameCube,7.7,Second Sight
4,thealexmott,DS,7.7,Pokemon Mystery Dungeon: Explorers of Sky
5,thealexmott,Game Boy Advance,7.7,Mario & Luigi: Superstar Saga
5,thealexmott,Game Boy Advance,7.7,Banjo-Kazooie: Grunty's Revenge
9,ITZZZPERRY,PlayStation 3,7.9,Sly Cooper: Thieves in Time
8,ITZZZPERRY,PlayStation 3,7.9,Sly Cooper and the Thievius Raccoonus
5,ITZZZPERRY,PlayStation 3,7.9,Bentley's Hackpack
7,ITZZZPERRY,PlayStation 3,7.9,The Walking Dead: Survival Instinct
8,ITZZZPERRY,PlayStation 3,7.9,Killzone 2
9,ITZZZPERRY,PlayStation 3,7.9,Call of Duty: Black Ops II
9,ITZZZPERRY,Xbox 360,7.9,Injustice: Gods Among Us
9,ITZZZPERRY,Xbox 360,7.9,Call of Duty: Black Ops II
8,ITZZZPERRY,Xbox 360,7.9,Transformers: Fall of Cybertron
9,ITZZZPERRY,PlayStation 3,7.9,Killzone 3
4,thealexmott,Game Boy Advance,7.7,Mario Kart Super Circuit
0,xl33tgamerx,PlayStation 3,4.3,Proteus
4,xl33tgamerx,iOS,4.3,Hearthstone: Heroes of Warcraft
0,xl33tgamerx,PC,4.3,Diablo III: Reaper of Souls
10,xl33tgamerx,PlayStation 4,4.3,Dragon Age: Inquisition
4,xl33tgamerx,PlayStation 4,4.3,Lords of the Fallen
8,thealexmott,Nintendo 64,7.7,Pokemon Stadium 2
8,ITZZZPERRY,iOS,7.9,Real Racing 3
6,ITZZZPERRY,Xbox 360,7.9,Kinect Sports: Season Two
8,ITZZZPERRY,iOS,7.9,Need for Speed: Most Wanted (2012)
9,ITZZZPERRY,iOS,7.9,Jetpack Joyride
7,ITZZZPERRY,iOS,7.9,Into the Dead
6,ITZZZPERRY,iOS,7.9,Whale Trail
9,ITZZZPERRY,iOS,7.9,Flow Free
10,ITZZZPERRY,PlayStation 3,7.9,inFamous 2
9,ITZZZPERRY,PlayStation 3,7.9,inFamous
7,ITZZZPERRY,PlayStation 3,7.9,inFamous: Festival of Blood
6,thealexmott,Nintendo 64,7.7,Kirby 64: The Crystal Shards
9,thealexmott,Nintendo 64,7.7,Diddy Kong Racing
9,thealexmott,Nintendo 64,7.7,NFL Blitz 2000
10,thealexmott,Nintendo 64,7.7,Super Mario 64
10,thealexmott,Nintendo 64,7.7,Paper Mario
9,thealexmott,Nintendo 64,7.7,GoldenEye 007
9,ITZZZPERRY,Xbox 360,7.9,Forza Horizon
5,ITZZZPERRY,PlayStation 3,7.9,Dust 514
4,ITZZZPERRY,Xbox 360,7.9,Doritos Crash Course 2
5,ITZZZPERRY,Xbox 360,7.9,Spartacus Legends
8,ITZZZPERRY,Xbox 360,7.9,The Walking Dead: 400 Days
8,ITZZZPERRY,Xbox 360,7.9,The Walking Dead: Season Two Episode 1 - All That Remains
7,ITZZZPERRY,Xbox 360,7.9,NCAA Football 13
9,ITZZZPERRY,Xbox 360,7.9,Tomb Raider
9,ITZZZPERRY,Xbox 360,7.9,Madden NFL 13
8,ITZZZPERRY,PlayStation 4,7.9,Until Dawn
8,ITZZZPERRY,Xbox 360,7.9,Dishonored
3,xl33tgamerx,Xbox One,4.3,Magic: Duels of the Planeswalkers 2015
2,xl33tgamerx,Xbox One,4.3,Assassin's Creed Unity
7,xl33tgamerx,Xbox One,4.3,Halo: The Master Chief Collection
2,xl33tgamerx,Xbox One,4.3,Final Fantasy Type-0 HD
7,xl33tgamerx,Xbox One,4.3,Middle-earth: Shadow of Mordor
8,ITZZZPERRY,Xbox 360,7.9,Borderlands 2: Mr. Torgue's Campaign of Carnage
9,ITZZZPERRY,Xbox 360,7.9,NBA 2K13
9,ITZZZPERRY,Xbox 360,7.9,Call of Duty 4: Modern Warfare
10,ITZZZPERRY,Xbox 360,7.9,Red Dead Redemption
6,ITZZZPERRY,Xbox 360,7.9,Happy Wars
6,ITZZZPERRY,Xbox 360,7.9,Assassin's Creed III - The Infamy
7,ITZZZPERRY,Xbox 360,7.9,Assassin's Creed III - The Betrayal
9,ITZZZPERRY,Xbox 360,7.9,Assassin's Creed III - The Redemption
8,ITZZZPERRY,Xbox 360,7.9,State of Decay
9,ITZZZPERRY,PlayStation 3,7.9,Uncharted 3: Drake's Deception
9,xl33tgamerx,PC,4.3,EverQuest
7,xl33tgamerx,Xbox One,4.3,The Elder Scrolls Online: Tamriel Unlimited
9,thealexmott,Nintendo 64,7.7,Star Wars: Rogue Squadron
6,xl33tgamerx,Xbox One,4.3,Thief
6,thealexmott,Nintendo 64,7.7,Conker's Bad Fur Day
10,thealexmott,Nintendo 64,7.7,Banjo-Kazooie
7,ITZZZPERRY,PlayStation 3,7.9,Killzone HD
6,ITZZZPERRY,Xbox 360,7.9,Borderlands 2: Captain Scarlett and Her Pirate's Booty
5,ITZZZPERRY,Xbox 360,7.9,Borderlands 2: Sir Hammerlock's Big Game Hunt
8,thealexmott,Nintendo 64,7.7,Pokemon Snap
9,ITZZZPERRY,Xbox 360,7.9,Borderlands 2: Tiny Tina's Assault on Dragon Keep
9,thealexmott,PlayStation 4,7.7,The Jackbox Party Pack 2
8,thealexmott,PlayStation 4,7.7,LEGO Harry Potter Collection
9,thealexmott,PlayStation 4,7.7,LEGO Star Wars: The Force Awakens
9,ITZZZPERRY,Xbox One,7.9,Forza Horizon 2
9,ITZZZPERRY,Xbox One,7.9,Gears of War: Ultimate Edition
7,ITZZZPERRY,Xbox One,7.9,Call of Duty: Advanced Warfare
10,ITZZZPERRY,PlayStation 4,7.9,Uncharted 4: A Thief's End
9,thealexmott,PC,7.7,The Jackbox Party Pack 3
9,ITZZZPERRY,Xbox One,7.9,Sunset Overdrive
9,ITZZZPERRY,Xbox One,7.9,Dying Light
5,xl33tgamerx,PlayStation 4,4.3,Arcania: The Complete Tale
4,xl33tgamerx,PlayStation 4,4.3,Natural Doctrine
3,xl33tgamerx,PlayStation 4,4.3,Fallout 4
6,xl33tgamerx,Xbox One,4.3,The Witcher 3: Wild Hunt - Hearts of Stone
0,xl33tgamerx,PlayStation 4,4.3,Destiny: The Taken King
8,xl33tgamerx,Xbox One,4.3,Halo 5: Guardians
8,xl33tgamerx,Xbox 360,4.3,Sacred 3
9,thealexmott,PlayStation 4,7.7,King's Quest: The Complete Collection
9,thealexmott,Switch,7.7,Mario + Rabbids: Kingdom Battle
9,thealexmott,Switch,7.7,SteamWorld Dig 2
8,thealexmott,Switch,7.7,Overcooked: Special Edition
8,thealexmott,Switch,7.7,"Snipperclips - Cut it out, together!"
8,thealexmott,Switch,7.7,Death Squared
7,thealexmott,PlayStation 4,7.7,Uncharted 4: A Thief's End
9,thealexmott,Switch,7.7,Serial Cleaner
7,GBG_Jason,PlayStation 4,7.4,Ken Follett's The Pillars of the Earth
5,GBG_Jason,Xbox One,7.4,Dead Alliance
10,GBG_Jason,PlayStation 4,7.4,The Escapists 2
8,ITZZZPERRY,PlayStation 3,7.9,Metro: Last Light
9,ITZZZPERRY,Xbox One,7.9,Assassin's Creed Syndicate
4,ITZZZPERRY,Xbox One,7.9,Assassin's Creed Chronicles: Russia
8,ITZZZPERRY,Xbox One,7.9,Assassin's Creed Syndicate: Jack the Ripper
7,ITZZZPERRY,Xbox One,7.9,Assassin's Creed Chronicles: India
7,ITZZZPERRY,iOS,7.9,Trials Frontier
6,ITZZZPERRY,iOS,7.9,Plants vs Zombies 2: It's About Time
8,ITZZZPERRY,Xbox One,7.9,The Walking Dead: Michonne - Episode 1: In Too Deep
8,Jhack,Xbox One,9.2,NBA 2K14
8,ITZZZPERRY,Xbox One,7.9,DOOM
10,Jhack,Xbox One,9.2,Lords of the Fallen
6,Jhack,Xbox One,9.2,Warframe
10,Jhack,Xbox One,9.2,Forza Horizon 2 Presents Fast & Furious
10,Jhack,Xbox One,9.2,The Witcher 3: Wild Hunt
10,Jhack,Xbox One,9.2,WWE 2K16
3,xl33tgamerx,Xbox One,4.3,Mirror's Edge Catalyst
7,xl33tgamerx,PC,4.3,The Witcher 3: Wild Hunt - Blood and Wine
8,xl33tgamerx,PC,4.3,World of Warcraft: Legion
0,xl33tgamerx,PC,4.3,Hearthstone: Heroes of Warcraft
4,xl33tgamerx,PlayStation 4,4.3,Monster Hunter: World
0,xl33tgamerx,PC,4.3,Heroes of the Storm
10,xl33tgamerx,PlayStation 4,4.3,God of War
4,xl33tgamerx,PC,4.3,Neverwinter
7,xl33tgamerx,Xbox One,4.3,The Witcher 3: Wild Hunt
8,pongkrit03,PlayStation 4,8.0,Bloodborne: The Old Hunters
10,pongkrit03,PlayStation 4,8.0,The Witcher 3: Wild Hunt
9,pongkrit03,PlayStation 4,8.0,Rocket League
7,GBG_Jason,Xbox One,7.4,DeadCore
8,pongkrit03,PlayStation 4,8.0,Lara Croft and the Temple of Osiris
8,GBG_Jason,PC,7.4,Serial Cleaner
9,GBG_Jason,Xbox One,7.4,Refunct
5,GBG_Jason,Xbox One,7.4,Little Nightmares: The Depths
7,ITZZZPERRY,Xbox One,7.9,The Walking Dead: Michonne - Episode 3: What We Deserve
7,ITZZZPERRY,Xbox One,7.9,Star Wars Battlefront
8,ITZZZPERRY,PlayStation 4,7.9,Watch Dogs
10,ITZZZPERRY,PlayStation 4,7.9,Grand Theft Auto V
7,ITZZZPERRY,Xbox One,7.9,Madden NFL 15
6,ITZZZPERRY,PlayStation 4,7.9,MLB 15: The Show
9,ITZZZPERRY,Xbox One,7.9,Mad Max
8,ITZZZPERRY,PlayStation 4,7.9,Grow Home
9,ITZZZPERRY,Xbox One,7.9,Gears of War 4
7,eagcentral,Xbox One,0.0,NBA 2K14
0,will723,Xbox One,0.0,NBA 2K14
9,ryanrobinson,Xbox One,0.0,NBA 2K14
5,AscendBaldur,Xbox One,0.0,NBA 2K14
6,MTrain,Xbox One,0.0,NBA 2K14
0,Infiniteminds,Xbox One,0.0,NBA 2K14
6,dazenie,Xbox One,0.0,NBA 2K14
8,gentrumpet,Xbox One,6.4,Forza Motorsport 5
0,tb4,Xbox One,0.0,NBA 2K14
1,Shadow1998,Xbox One,0.0,NBA 2K14
3,MontanaMaxxx,Xbox One,0.0,NBA 2K14
0,Calta,Xbox 360,0.0,Call of Duty: Ghosts
5,nofatchicks8166,Xbox One,0.0,Call of Duty: Ghosts
1,fr8ctur3,Xbox One,8.5,NBA 2K14
10,fr8ctur3,PlayStation 4,8.5,Knack
3,nofatchicks8166,Xbox One,0.0,NBA 2K14
9,nofatchicks8166,Xbox One,0.0,FIFA 14
10,fr8ctur3,Xbox One,8.5,Skylanders Swap Force
9,Calta,Xbox One,0.0,NBA 2K14
8,WhiteTieReview,PlayStation 4,8.1,inFamous: Second Son
