user_ranking,user_name,game_platform,user_average_ranking,game_title
10,GameGuru,Xbox One,5.2,FIFA 15
8,GameGuru,PlayStation 4,5.2,NBA Live 15
8,GameGuru,Xbox One,5.2,NBA Live 15
6,GameGuru,Xbox One,5.2,NBA 2K17
2,askeptic,PlayStation 4,4.4,Destiny
5,GameGuru,Xbox One,5.2,For Honor
9,askeptic,PlayStation 4,4.4,inFamous: Second Son
9,askeptic,PlayStation 4,4.4,Driveclub
2,askeptic,PlayStation 4,4.4,NBA Live 15
5,askeptic,PlayStation 4,4.4,Call of Duty: Black Ops III
8,askeptic,PlayStation 4,4.4,Metal Gear Solid V: The Phantom Pain
4,GameGuru,PlayStation 4,5.2,Horizon Zero Dawn
5,GameGuru,PlayStation 4,5.2,Mass Effect: Andromeda
6,GameGuru,Switch,5.2,The Legend of Zelda: Breath of the Wild
9,GameGuru,Xbox 360,5.2,R.B.I. Baseball 14
0,GameGuru,PlayStation 4,5.2,Destiny 2
6,GameGuru,Xbox One,5.2,NHL 15
8,GameGuru,Xbox One,5.2,D4: Dark Dreams Don't Die
3,Trax6267,PlayStation 4,7.3,NBA 2K18
5,Trax6267,Switch,7.3,NBA 2K18
8,CoolvonraD,Xbox One,0.0,NBA Live 16
8,CoolvonraD,PlayStation 4,0.0,NBA Live 16
8,WTF360,PlayStation 4,0.0,NBA Live 16
9,Dundlenut,PlayStation 4,0.0,NBA Live 15
6,cdj,PlayStation 4,0.0,Rory McIlroy PGA Tour
7,cdj,PlayStation 4,0.0,NBA Live 16
1,askeptic,PC,4.4,Star Wars Battlefront
4,askeptic,PC,4.4,Tom Clancy's Rainbow Six Siege
9,askeptic,PlayStation 4,4.4,Uncharted 4: A Thief's End
10,tyrese200,PlayStation 4,0.0,NBA Live 15
2,askeptic,PlayStation 4,4.4,Paragon
2,askeptic,PC,4.4,Overwatch
10,tyrese200,Xbox One,0.0,NBA Live 16
6,askeptic,Switch,4.4,Kirby Star Allies
2,askeptic,PlayStation 4,4.4,No Man's Sky
4,askeptic,iOS,4.4,Super Mario Run
3,askeptic,Xbox One,4.4,Sea of Thieves
3,askeptic,PC,4.4,Sea of Thieves
9,Sony_Loyalist,Xbox 360,6.8,Fuse
10,Sony_Loyalist,PlayStation 3,6.8,Superfrog HD
10,Sony_Loyalist,PlayStation 4,6.8,Lords of the Fallen
10,Moffi,PlayStation 4,6.0,Lords of the Fallen
0,Sony_Loyalist,PlayStation 3,6.8,Lightning Returns: Final Fantasy XIII
5,Slazar,PC,7.8,Dragon Age: Inquisition
10,Moffi,Xbox One,6.0,Lords of the Fallen
8,Iam313756,PlayStation 4,8.8,NBA Live 15
10,Iam313756,Xbox One,8.8,NBA Live 16
10,Iam313756,PlayStation 4,8.8,NBA Live 16
0,Dudoleafs,PlayStation 4,6.8,The Unfinished Swan
8,keanex,PC,7.7,Night in the Woods
8,Komerad,PlayStation 4,0.0,The Unfinished Swan
5,robh404,PlayStation 4,6.8,Bloodborne
8,fray_bentos,PlayStation 3,7.2,The Unfinished Swan
7,DeathXon,PlayStation 4,7.0,Shadow Warrior
8,DeathXon,PlayStation 2,7.0,Manhunt
0,hijinx1111,PlayStation 4,0.0,Shadow Warrior
4,ElektroDragon,PlayStation 4,5.3,Final Fantasy Type-0 HD
1,the-tom,PlayStation 4,0.0,Shadow Warrior
5,ElektroDragon,PlayStation 4,5.3,Dying Light
6,ElektroDragon,PlayStation 4,5.3,The Crew
10,ElektroDragon,PlayStation 4,5.3,Dragon Age: Inquisition
5,theTRUTHson,PlayStation 4,7.2,Fallout 4
8,theTRUTHson,Xbox One,7.2,Pneuma: Breath of Life
8,theTRUTHson,PlayStation 4,7.2,Driveclub Bikes
10,szszsz,PC,9.1,Wasteland 2
10,szszsz,PC,9.1,The Vanishing of Ethan Carter
10,szszsz,PC,9.1,Legend of Grimrock II
9,szszsz,PC,9.1,Dungeon of the Endless
5,MightyMING,PlayStation 4,7.1,Far Cry 4
7,MightyMING,Wii U,7.1,Hyrule Warriors
8,MightyMING,Wii U,7.1,ZombiU
8,thedirtyrussian,PC,6.3,Titan Quest
7,thedirtyrussian,PC,6.3,Sniper Elite V2
1,thedirtyrussian,PC,6.3,The Elder Scrolls Online
9,thedirtyrussian,PC,6.3,Doom 3
5,thedirtyrussian,PC,6.3,How to Survive
10,thedirtyrussian,PC,6.3,Rome: Total War
10,thedirtyrussian,PC,6.3,Minecraft
7,szszsz,PlayStation 4,9.1,Lords of the Fallen
1,thedirtyrussian,Xbox One,6.3,Dying Light
9,szszsz,PlayStation 4,9.1,The Unfinished Swan
10,szszsz,PlayStation 4,9.1,Grand Theft Auto V
8,szszsz,PlayStation 4,9.1,Dying Light
10,szszsz,PlayStation 4,9.1,Bloodborne
10,szszsz,PC,9.1,Baldur's Gate II: Enhanced Edition
9,theTRUTHson,PlayStation 4,7.2,Bloodborne
10,theTRUTHson,PlayStation 4,7.2,The Witcher 3: Wild Hunt
8,theTRUTHson,PlayStation 4,7.2,Destiny: The Taken King
10,theTRUTHson,PlayStation 4,7.2,Rocket League
8,theTRUTHson,PlayStation 4,7.2,The Witcher 3: Wild Hunt - Hearts of Stone
9,ElektroDragon,PlayStation 4,5.3,Far Cry 4
10,theTRUTHson,PC,7.2,The Witcher 3: Wild Hunt - Blood and Wine
10,ElektroDragon,PlayStation 4,5.3,Apotheon
0,ElektroDragon,PlayStation 4,5.3,Shadow Warrior
1,ElektroDragon,PlayStation 4,5.3,Battlefield Hardline
4,ElektroDragon,PlayStation 4,5.3,Bloodborne
4,ElektroDragon,PlayStation 4,5.3,Resident Evil: Revelations 2
9,thedirtyrussian,PlayStation 4,6.3,Shadow Warrior
5,thedirtyrussian,Xbox One,6.3,EA Sports UFC
8,thedirtyrussian,Xbox One,6.3,The Witcher 3: Wild Hunt
9,thedirtyrussian,PC,6.3,Need for Speed: High Stakes
7,thedirtyrussian,Xbox One,6.3,Halo 5: Guardians
2,thedirtyrussian,PC,6.3,Rust
7,thedirtyrussian,Xbox One,6.3,Fallout 4
5,thedirtyrussian,Xbox One,6.3,Star Wars Battlefront
8,Wille84,PlayStation 4,0.0,Shadow Warrior
4,thedirtyrussian,Xbox One,6.3,Madden NFL 16
1,thedirtyrussian,Xbox One,6.3,Need for Speed
8,Wille84,PlayStation 4,0.0,Fallout 4
7,DeathXon,PlayStation 4,7.0,Thief
6,DeathXon,PlayStation 2,7.0,The Simpsons Road Rage
7,DeathXon,PlayStation 2,7.0,The Simpsons: Hit & Run
8,MightyMING,Wii U,7.1,Pikmin 3
5,MightyMING,Wii U,7.1,Super Mario 3D World
3,MightyMING,PlayStation 4,7.1,Battlefield Hardline
9,MightyMING,Wii U,7.1,Mario Kart 8
8,MightyMING,PlayStation 4,7.1,Shadow Warrior
7,MightyMING,Wii U,7.1,Devil's Third
9,MightyMING,PlayStation 4,7.1,Fallout 4
9,MightyMING,PlayStation 4,7.1,Star Wars Battlefront
8,MightyMING,Wii U,7.1,Splatoon
9,robh404,PlayStation 4,6.8,Metal Gear Solid V: The Phantom Pain
9,MightyMING,Wii U,7.1,Xenoblade Chronicles X
5,robh404,PlayStation 4,6.8,The Unfinished Swan
3,robh404,PlayStation 4,6.8,Toy Soldiers: War Chest
8,robh404,PlayStation 4,6.8,Call of Duty: Black Ops III
10,robh404,PlayStation 4,6.8,Mad Max
5,robh404,PlayStation 4,6.8,Star Wars Battlefront
7,robh404,PlayStation 4,6.8,Horizon Zero Dawn
6,robh404,PlayStation 4,6.8,Assassin's Creed Origins
8,fray_bentos,PlayStation 4,7.2,The Unfinished Swan
3,fray_bentos,GameCube,7.2,F-Zero GX
5,fray_bentos,PC,7.2,BioShock 2 Remastered
10,szszsz,PlayStation 4,9.1,The Witcher 3: Wild Hunt
5,fray_bentos,PlayStation 3,7.2,Borderlands 2
10,szszsz,PC,9.1,Pillars of Eternity
10,szszsz,PlayStation 4,9.1,Metal Gear Solid V: Ground Zeroes
10,szszsz,PlayStation 4,9.1,Metal Gear Solid V: The Phantom Pain
8,szszsz,PlayStation 4,9.1,Just Cause 3
8,szszsz,PlayStation 4,9.1,Fallout 4
10,szszsz,PlayStation 4,9.1,The Witcher 3: Wild Hunt - Hearts of Stone
10,szszsz,PlayStation 4,9.1,Salt and Sanctuary
7,szszsz,PC,9.1,Tyranny
5,Dudoleafs,PlayStation 4,6.8,King's Quest Chapter 1: A Knight to Remember
9,szszsz,PlayStation 4,9.1,Shadow Warrior 2
0,Dudoleafs,PlayStation 4,6.8,Furi
2,Dudoleafs,PlayStation 4,6.8,Mighty No. 9
10,Dudoleafs,PlayStation 4,6.8,Madden NFL 18
7,keanex,PlayStation 4,7.7,The Unfinished Swan
8,keanex,PC,7.7,Firewatch
7,keanex,PlayStation 4,7.7,INSIDE
9,keanex,PC,7.7,Emily is Away
8,keanex,PlayStation 4,7.7,Brothers: A Tale of Two Sons
5,keanex,PlayStation 4,7.7,Madden NFL 18
10,keanex,PC,7.7,Cuphead
7,keanex,PC,7.7,Doki Doki Literature Club!
9,keanex,PlayStation 4,7.7,Night in the Woods
6,theTRUTHson,PlayStation 4,7.2,Syberia 3
7,theTRUTHson,PC,7.2,Black Mirror II: Reigning Evil
9,theTRUTHson,PlayStation 4,7.2,The Unfinished Swan
2,theTRUTHson,PlayStation 4,7.2,Journey
6,theTRUTHson,PlayStation 4,7.2,Uncharted: The Lost Legacy
6,theTRUTHson,PlayStation 4,7.2,Horizon Zero Dawn
8,theTRUTHson,PlayStation 4,7.2,Far Cry Primal
10,keanex,PlayStation 4,7.7,The Last of Us Remastered
10,keanex,PlayStation 4,7.7,Life is Strange
10,keanex,PlayStation 4,7.7,Tales from the Borderlands: A Telltale Game Series
6,keanex,PlayStation 4,7.7,ABZU
7,keanex,PlayStation 4,7.7,Gone Home: Console Edition
8,keanex,PlayStation 4,7.7,Oxenfree
8,keanex,PlayStation 4,7.7,Until Dawn
6,keanex,PlayStation 3,7.7,Uncharted 2: Among Thieves
5,keanex,PlayStation 3,7.7,Uncharted 3: Drake's Deception
3,keanex,PlayStation 3,7.7,Uncharted: Drake's Fortune
5,theTRUTHson,PlayStation 4,7.2,Prey
6,theTRUTHson,PlayStation 4,7.2,God of War
5,theTRUTHson,PlayStation 4,7.2,Wolfenstein II: The New Colossus
8,keanex,PC,7.7,Portal
4,cstrang,PC,7.0,Amnesia: A Machine for Pigs
8,iRomsen,PlayStation 4,8.8,Shadow Warrior
9,cstrang,Wii U,7.0,Bayonetta 2
9,Vyrotix,PC,7.0,Grand Theft Auto: San Andreas
9,hexine,PlayStation 4,0.0,Shadow Warrior
8,danjamin,PlayStation 4,9.3,Tetris Ultimate
10,Nik33,PlayStation Vita,8.3,Borderlands 2
2,MDanihy,PlayStation 3,0.0,Sniper: Ghost Warrior 2
10,DepthExc,PC,0.0,Symphony
0,SmithROrus,PlayStation 4,4.7,Just Dance 2015
10,Otakkun,PlayStation 3,0.0,Kingdoms of Amalur: Reckoning
5,Otakkun,PC,0.0,The Elder Scrolls V: Skyrim
8,Polarweii,PlayStation 4,7.0,Just Dance 2015
1,superfields,PlayStation 4,8.2,Just Dance 2015
10,bugalugz,PlayStation 4,8.1,Bloodborne
5,ryuzo7980,PlayStation 4,6.4,BlazBlue: Chrono Phantasma Extend
10,bugalugz,PlayStation 4,8.1,Middle-earth: Shadow of Mordor
7,bugalugz,PlayStation 4,8.1,The Last of Us Remastered
10,bugalugz,PlayStation 4,8.1,The Witcher 3: Wild Hunt
4,bugalugz,PlayStation 4,8.1,DmC: Devil May Cry Definitive Edition
8,bugalugz,PlayStation 4,8.1,Samurai Warriors 4
6,bugalugz,PlayStation 4,8.1,Mortal Kombat X
10,bugalugz,PlayStation,8.1,Final Fantasy VII
8,bugalugz,PlayStation 4,8.1,Pro Evolution Soccer 2016
8,ryuzo7980,PlayStation 4,6.4,Pro Evolution Soccer 2016
7,ryuzo7980,PlayStation 4,6.4,Project CARS
4,ryuzo7980,PlayStation 4,6.4,FIFA 16
9,ryuzo7980,PlayStation 4,6.4,Driveclub Bikes
7,ryuzo7980,PlayStation 4,6.4,Call of Duty: Black Ops III
10,Unicron35,PC,7.2,Romance of the Three Kingdoms XIII
9,Unicron35,PlayStation 4,7.2,Call of Duty: WWII
7,Unicron35,PC,7.2,Nobunaga's Ambition: Sphere of Influence
9,Unicron35,PlayStation 4,7.2,Samurai Warriors 4
6,Unicron35,PlayStation 4,7.2,Final Fantasy XV
6,Unicron35,PlayStation 4,7.2,Star Wars Battlefront II
4,Unicron35,PlayStation 4,7.2,Street Fighter V
8,Unicron35,PlayStation 4,7.2,Deus Ex: Mankind Divided
9,Unicron35,PlayStation 4,7.2,Street Fighter V: Arcade Edition
9,ryuzo7980,PlayStation 4,6.4,Samurai Warriors 4
10,ryuzo7980,PlayStation 4,6.4,Diablo III: Ultimate Evil Edition
5,ryuzo7980,PlayStation 4,6.4,Battlefield Hardline
9,ryuzo7980,PlayStation 4,6.4,Dead or Alive 5: Last Round
7,ryuzo7980,PlayStation 4,6.4,Final Fantasy Type-0 HD
6,Unicron35,PlayStation 4,7.2,Nioh
7,Unicron35,PlayStation 4,7.2,Killzone: Shadow Fall
7,ryuzo7980,PlayStation 3,6.4,Bayonetta
10,Unicron35,PlayStation 4,7.2,Uncharted 4: A Thief's End
4,Unicron35,PlayStation 4,7.2,No Man's Sky
9,Unicron35,PlayStation 4,7.2,Samurai Warriors 4 Empires
8,Unicron35,PlayStation 4,7.2,Atelier Sophie: The Alchemist of the Mysterious Book
10,Unicron35,PlayStation 4,7.2,Overwatch
4,Unicron35,PlayStation 4,7.2,Star Ocean: Integrity and Faithlessness
9,Unicron35,Xbox One,7.2,Call of Duty: Ghosts
8,Unicron35,Xbox One,7.2,Call of Duty: Infinite Warfare
3,ryuzo7980,PlayStation 4,6.4,Street Fighter V
6,ryuzo7980,PlayStation 4,6.4,Pro Evolution Soccer 2018
9,Unicron35,PlayStation 4,7.2,Monster Hunter: World
6,ryuzo7980,PlayStation 4,6.4,Dynasty Warriors 9
9,Unicron35,PlayStation 4,7.2,Assassin's Creed Origins
9,Unicron35,PlayStation 4,7.2,Dark Souls II: Scholar of the First Sin
2,Unicron35,PlayStation 4,7.2,NBA 2K18
9,Unicron35,PlayStation 4,7.2,Mass Effect: Andromeda
8,Unicron35,PlayStation 4,7.2,Bloodborne
4,Unicron35,PlayStation 4,7.2,Ni no Kuni II: Revenant Kingdom
9,Unicron35,PlayStation 4,7.2,God of War
1,Unicron35,PlayStation 4,7.2,Dynasty Warriors 9
7,Unicron35,PlayStation 4,7.2,Destiny 2
10,superfields,PlayStation 4,8.2,Dragon Age: Inquisition
10,superfields,PlayStation 4,8.2,The Last of Us Remastered
9,superfields,PlayStation 4,8.2,Fallout 4
9,superfields,PlayStation 4,8.2,Middle-earth: Shadow of War
9,Polarweii,PlayStation 4,7.0,Call of Duty: Advanced Warfare
5,Avin1973,PlayStation 4,7.0,Just Dance 2015
10,Avin1973,PC,7.0,Fallout: New Vegas
6,Avin1973,PlayStation 4,7.0,LEGO Batman 3: Beyond Gotham
0,Otakkun,PlayStation 4,0.0,Just Dance 2015
0,DepthExc,PlayStation 4,0.0,Just Dance 2015
6,SmithROrus,PC,4.7,Metal Gear Solid V: The Phantom Pain
1,SmithROrus,PC,4.7,Dead or Alive 5: Last Round
7,SmithROrus,PC,4.7,Star Wars Battlefront
0,SmithROrus,PlayStation 4,4.7,Star Wars Battlefront II
3,SmithROrus,PC,4.7,Destiny 2
10,SmithROrus,PlayStation 4,4.7,Persona 5
10,danjamin,PlayStation 4,9.3,Race the Sun
9,MDanihy,PlayStation 4,0.0,Shadow Warrior
9,danjamin,PlayStation 4,9.3,Trackmania Turbo
4,Vyrotix,PC,7.0,Grand Theft Auto IV
7,Vyrotix,PlayStation 4,7.0,The Order: 1886
8,Vyrotix,PlayStation 4,7.0,Assassin's Creed Unity
7,Vyrotix,Xbox One,7.0,Call of Duty: Advanced Warfare - Supremacy
8,Vyrotix,Xbox One,7.0,Mortal Kombat X
8,Vyrotix,Xbox One,7.0,Halo 5: Guardians
6,Vyrotix,Xbox One,7.0,Goat Simulator
8,Vyrotix,Xbox One,7.0,Destiny: House of Wolves
8,Vyrotix,Xbox One,7.0,Call of Duty: Black Ops III
9,Nik33,PlayStation 4,8.3,Shadow Warrior
1,Nik33,PlayStation Vita,8.3,FIFA 15
9,iRomsen,PlayStation 3,8.8,Far Cry 3: Blood Dragon
9,iRomsen,PlayStation 4,8.8,Far Cry 4: Valley of the Yetis
9,iRomsen,PlayStation 4,8.8,The Crew
7,cstrang,PlayStation 4,7.0,Assassin's Creed Unity
7,cstrang,PC,7.0,Lords of the Fallen
5,Vyrotix,Xbox 360,7.0,Slender: The Arrival
8,Vyrotix,Wii U,7.0,Super Smash Bros. for Wii U
8,Vyrotix,PlayStation 4,7.0,Shadow Warrior
7,Vyrotix,PlayStation 4,7.0,Far Cry 4
9,Vyrotix,Xbox One,7.0,Sunset Overdrive
7,Vyrotix,3DS,7.0,Super Smash Bros. for Nintendo 3DS
8,Vyrotix,PlayStation 4,7.0,LittleBigPlanet 3
9,Vyrotix,Xbox 360,7.0,Call of Duty: Modern Warfare 2
5,Vyrotix,Xbox One,7.0,Battlefield 4
6,Vyrotix,PlayStation 3,7.0,Grand Theft Auto IV
6,cstrang,PlayStation 4,7.0,Shadow Warrior
8,cstrang,PlayStation 4,7.0,Far Cry 4
7,cstrang,PlayStation 4,7.0,Helldivers
5,cstrang,PlayStation 4,7.0,Alien: Isolation
8,Link_Priori,PlayStation 4,9.6,Shadow Warrior
6,Vyrotix,Xbox 360,7.0,Call of Duty: Modern Warfare 3
8,cstrang,PC,7.0,SUPERHOT
7,Vyrotix,PC,7.0,Call of Duty: World at War
6,Vyrotix,Xbox 360,7.0,Call of Duty: Ghosts
7,Vyrotix,Xbox One,7.0,Call of Duty: Ghosts
8,Vyrotix,Xbox One,7.0,Watch Dogs
6,Vyrotix,Xbox One,7.0,Minecraft: Xbox One Edition
4,Vyrotix,PlayStation 4,7.0,Destiny: The Dark Below
8,Vyrotix,Xbox 360,7.0,Call of Duty: Advanced Warfare
10,Link_Priori,3DS,9.6,The Legend of Zelda: Majora's Mask 3D
10,dongsweep,PlayStation 4,9.5,Samurai Warriors 4
10,OperationLions,PlayStation 4,4.1,Fluster Cluck
6,readbeard,Xbox One,7.8,Metal Gear Solid V: Ground Zeroes
9,redburdy,PlayStation 4,0.0,Fluster Cluck
10,TheGuardian,PlayStation 4,0.0,Fluster Cluck
8,mikjdavies,PlayStation 4,0.0,Nano Assault NEO-X
9,Sebastian121,PlayStation 4,0.0,Terraria
3,pirre,PlayStation 4,0.0,LEGO Batman 3: Beyond Gotham
10,LordMacBeth22,PlayStation 4,8.0,Middle-earth: Shadow of Mordor
3,I3ordo,PlayStation 4,5.9,Life is Strange: Episode 1 - Chrysalis
7,LordMacBeth22,PlayStation 4,8.0,Thief
4,vixvicco,PlayStation 3,7.5,Remember Me
5,BigShotJosh1,PlayStation 4,6.3,LittleBigPlanet 3
6,BigShotJosh1,PlayStation 3,6.3,God of War III
7,BigShotJosh1,PlayStation 3,6.3,I Am Alive
7,evasivewallaby,PlayStation 4,0.0,Far Cry 4
10,bowfin57,PlayStation 4,0.0,Far Cry 4
9,mearlam,PlayStation 3,7.2,The Last of Us
9,johnnythorpe,PlayStation 4,0.0,Far Cry 4
8,evasivewallaby,PlayStation 4,0.0,Call of Duty: Advanced Warfare
9,mearlam,PlayStation 4,7.2,Middle-earth: Shadow of Mordor
10,imright,PlayStation 4,0.0,Far Cry 4
9,imright,PlayStation 4,0.0,Call of Duty: Black Ops III
10,imright,PC,0.0,Far Cry Primal
9,mearlam,PlayStation 4,7.2,Far Cry 4
8,vixvicco,PlayStation 3,7.5,Tomb Raider
8,vixvicco,PlayStation 3,7.5,God of War: Ascension
6,vixvicco,PlayStation 3,7.5,Catherine
7,vixvicco,PlayStation 3,7.5,The Cave
8,rafaaguilera,PlayStation 4,7.8,Batman: Arkham Knight
9,rafaaguilera,Wii U,7.8,Splatoon
8,mearlam,PlayStation 3,7.2,Need for Speed: Most Wanted - A Criterion Game
6,rafaaguilera,PlayStation 4,7.8,Metal Gear Solid V: The Phantom Pain
6,rafaaguilera,DS,7.8,Chibi-Robo: Park Patrol
7,rafaaguilera,3DS,7.8,Pilotwings Resort
9,rafaaguilera,Xbox One,7.8,Rise of the Tomb Raider
8,rafaaguilera,PlayStation 4,7.8,Resident Evil: Origins Collection
6,rafaaguilera,Xbox One,7.8,Quantum Break
7,rafaaguilera,Wii U,7.8,The Legend of Zelda: Twilight Princess HD
10,rafaaguilera,PlayStation 4,7.8,Uncharted 4: A Thief's End
10,vixvicco,PC,7.5,Broken Sword: Shadow of the Templars - The Director's Cut
6,rafaaguilera,PlayStation 4,7.8,Far Cry 4
6,vixvicco,PlayStation 3,7.5,Tomb Raider: Underworld
6,vixvicco,PlayStation 3,7.5,The Darkness II
8,rafaaguilera,PlayStation 4,7.8,The Evil Within
8,rafaaguilera,Wii U,7.8,Captain Toad: Treasure Tracker
7,rafaaguilera,PlayStation 4,7.8,Grim Fandango Remastered
9,rafaaguilera,3DS,7.8,The Legend of Zelda: Majora's Mask 3D
8,rafaaguilera,PlayStation 4,7.8,Resident Evil: Revelations 2
7,vixvicco,PlayStation 3,7.5,Mass Effect 3: Leviathan
5,vixvicco,PlayStation 3,7.5,Alice: Madness Returns
6,vixvicco,PC,7.5,The Walking Dead: Episode 3 - Long Road Ahead
6,vixvicco,PlayStation 3,7.5,Heavy Rain
8,vixvicco,PlayStation 3,7.5,Assassin's Creed III
7,vixvicco,PC,7.5,The Walking Dead: Episode 5 - No Time Left
9,vixvicco,PlayStation 3,7.5,The Elder Scrolls V: Skyrim
7,vixvicco,PlayStation 3,7.5,Batman: Arkham City
6,vixvicco,PlayStation 3,7.5,The Lord of the Rings: War in the North
9,vixvicco,PlayStation 3,7.5,Mass Effect 3
8,vixvicco,PC,7.5,Mass Effect
6,vixvicco,PlayStation 3,7.5,The Darkness
7,vixvicco,PlayStation 3,7.5,Max Payne 3
6,vixvicco,PlayStation 3,7.5,Atelier Meruru: The Apprentice of Arland
6,vixvicco,PlayStation 3,7.5,Batman: Arkham City - Harley Quinn's Revenge
9,vixvicco,PlayStation 3,7.5,Dragon Age II: Mark of the Assassin
7,vixvicco,PC,7.5,Secret Files 2: Puritas Cordis
7,vixvicco,PlayStation 3,7.5,The Walking Dead: 400 Days
8,vixvicco,PlayStation 3,7.5,Saints Row: The Third
9,vixvicco,PlayStation 3,7.5,Atelier Ayesha: The Alchemist of Dusk
6,vixvicco,PlayStation 3,7.5,Call of Juarez: Gunslinger
7,vixvicco,PlayStation 3,7.5,Resident Evil: Revelations
10,vixvicco,PlayStation 3,7.5,Ni no Kuni: Wrath of the White Witch
8,vixvicco,PlayStation 3,7.5,Uncharted 3: Drake's Deception
8,vixvicco,PlayStation 3,7.5,Batman: Arkham Asylum
7,vixvicco,PlayStation 3,7.5,Assassin's Creed: Revelations
9,vixvicco,PlayStation 3,7.5,Mass Effect 2
5,vixvicco,PlayStation 3,7.5,Prince of Persia
8,vixvicco,PlayStation 3,7.5,Dragon Age II
10,vixvicco,PlayStation 3,7.5,God of War Collection
2,vixvicco,PlayStation 3,7.5,Kung Fu Panda
7,vixvicco,PlayStation 3,7.5,Mirror's Edge
7,vixvicco,PlayStation 3,7.5,Bionic Commando
10,mearlam,PlayStation 4,7.2,The Last of Us Remastered
6,mearlam,PlayStation 4,7.2,Project CARS
8,mearlam,PlayStation 4,7.2,Borderlands: The Handsome Collection
0,mearlam,PC,7.2,SimCity
6,mearlam,PlayStation 4,7.2,Pro Evolution Soccer 2016
8,mearlam,PlayStation 4,7.2,FIFA 16
6,mearlam,PlayStation 4,7.2,Everybody's Gone to the Rapture
8,rafaaguilera,PlayStation 4,7.8,The Last Guardian
9,rafaaguilera,PlayStation 4,7.8,Resident Evil 7: biohazard
8,rafaaguilera,Xbox One,7.8,INSIDE
10,ManRocks,PlayStation 4,0.0,Far Cry 4
0,ManRocks,Xbox 360,0.0,Call of Duty: Ghosts
7,rafaaguilera,Switch,7.8,Splatoon 2
7,rafaaguilera,Wii U,7.8,Star Fox Zero
9,rafaaguilera,Switch,7.8,Mario + Rabbids: Kingdom Battle
8,rafaaguilera,PlayStation 4,7.8,Alien: Isolation
8,rafaaguilera,PlayStation 4,7.8,The Evil Within 2
8,rafaaguilera,3DS,7.8,Metroid: Samus Returns
7,rafaaguilera,PlayStation 4,7.8,Shadow of the Colossus
5,BigShotJosh1,Xbox 360,6.3,Family Guy: Back to the Multiverse
7,BigShotJosh1,PlayStation 3,6.3,Ratchet & Clank Future: Quest for Booty
6,BigShotJosh1,PlayStation 4,6.3,The Order: 1886
5,BigShotJosh1,Xbox One,6.3,State of Decay: Year One Survival Edition
6,vixvicco,PlayStation 3,7.5,Beyond: Two Souls
7,vixvicco,PlayStation 3,7.5,Assassin's Creed IV: Black Flag
7,vixvicco,PlayStation 3,7.5,Assassin's Creed Liberation HD
4,vixvicco,PlayStation 3,7.5,Saints Row IV
6,vixvicco,PlayStation 4,7.5,The Order: 1886
7,vixvicco,PlayStation 4,7.5,Assassin's Creed Unity
8,vixvicco,PlayStation 3,7.5,Sherlock Holmes: Crimes & Punishments
8,vixvicco,PlayStation 4,7.5,Until Dawn
4,GeorgePsom,PlayStation 4,0.0,The Order: 1886
7,GeorgePsom,PlayStation 4,0.0,Assassin's Creed Unity
7,vixvicco,PlayStation 4,7.5,The Walking Dead: The Telltale Series - A New Frontier
8,GeorgePsom,PlayStation 4,0.0,Fallout 4
8,LordMacBeth22,PlayStation 4,8.0,Rollers of the Realm
9,LordMacBeth22,PlayStation 4,8.0,Hand of Fate
8,I3ordo,PlayStation 4,5.9,Pro Evolution Soccer 2015
5,I3ordo,PlayStation 3,5.9,Pro Evolution Soccer 2014
5,I3ordo,PlayStation 4,5.9,Pro Evolution Soccer 2016
7,I3ordo,PC,5.9,Middle-earth: Shadow of Mordor
4,I3ordo,PC,5.9,The Banner Saga
8,I3ordo,PlayStation 4,5.9,Uncharted 4: A Thief's End
5,I3ordo,PlayStation 4,5.9,AO International Tennis
9,CRYSiiSx2,PlayStation 4,0.0,MXGP: The Official Motocross Videogame
10,adroittech,PlayStation 3,10,Far Cry Classic
10,adroittech,Xbox 360,10,Far Cry Classic
10,terorlvl,PC,9.7,Euro Truck Simulator 2
8,YoModaFoca,PlayStation 4,8.8,Assassin's Creed Unity
10,tobefair,PlayStation 4,3.6,Far Cry 4
4,flexy123,PC,5.2,No Man's Sky
10,axel1318,PlayStation 4,0.0,Far Cry 4
10,Xp0HuK,PlayStation 4,0.0,Far Cry 4
8,JonKen,PlayStation 4,0.0,Far Cry 4
10,Natedawg,PlayStation 4,0.0,Far Cry 4
10,showikjavakh,PlayStation 3,8.3,Call of Duty: Advanced Warfare
10,Clusterfuffle,PlayStation 4,9.3,Far Cry 4
10,PIsquare,PlayStation 4,0.0,Far Cry 4
10,xAcEx,Wii U,9.7,Watch Dogs
9,CharlieJHD,PlayStation 4,9.5,Far Cry 4
10,PazEr,PlayStation 4,0.0,Far Cry 4
10,CharlieJHD,PlayStation 4,9.5,Bloodborne
10,CharlieJHD,PC,9.5,Dying Light
9,CharlieJHD,Xbox One,9.5,Sunset Overdrive
10,Clusterfuffle,PlayStation 4,9.3,Call of Duty: Infinite Warfare
9,Clusterfuffle,PlayStation 4,9.3,Titanfall 2
8,Clusterfuffle,PlayStation 4,9.3,Mass Effect: Andromeda
10,PIsquare,PlayStation 4,0.0,Watch Dogs 2
10,xAcEx,PlayStation 4,9.7,Far Cry 4
10,showikjavakh,PlayStation 4,8.3,Far Cry 4
