user_score,publisher,rating,title,metascore,platform,genre,developer
6.7,3DO,E,Portal Runner,53,PlayStation 2,"Action,Platformer,3D",3DO
5.3,Midway,T,Arctic Thunder,45,PlayStation 2,"Driving,Racing,Snow / Water",Inland Productions
7.6,Midway,E,NHL Hitz 20-02,78,PlayStation 2,"Sports,Traditional,Ice Hockey,Arcade",Black Box
8.5,Electronic Arts,E,NHL 2002,92,"PlayStation 2,PC","Sports,Traditional,Ice Hockey,Sim",EA Sports
8,Midway,T,Spy Hunter,84,"PlayStation 2,PC","Driving,Mission-based",Paradigm Entertainment
8.5,Tecmo,E,Monster Rancher 3,77,PlayStation 2,"Strategy,Breeding/Constructing",Tecmo
6,SCEA,E,Formula One 2001,73,PlayStation 2,"Driving,Racing,Formula One",Studio Liverpool
8.9,Konami,M,Silent Hill 2,89,"PlayStation 2,PC","Action Adventure,Horror",KCET
8.8,SCEA,T,ICO,90,"PlayStation 2,PlayStation 3","Action Adventure,Fantasy",SCE Japan Studio
5.8,THQ,E,BASS Strike,57,PlayStation 2,"Sports,Nature,Fishing",THQ
8.1,Koei,T,Kessen II,71,PlayStation 2,"Strategy,Real-Time,Historic",Koei
7.6,Sammy Studios,T,Guilty Gear X,79,PlayStation 2,"Action,Fighting,2D",Arc System Works
3.5,TDK Mediactive,E,Casper: Spirit Dimensions,58,PlayStation 2,"Action Adventure,Fantasy",Lucky Chicken
7.9,Namco,T,Time Crisis II,81,PlayStation 2,"Action,Shooter,Light Gun",Namco
6.3,Koei,E,Yanya Caballista: City Skater,58,PlayStation 2,"Sports,Alternative,Skateboarding",Cave
8.5,SCEA,T,Okage: Shadow King,70,"PlayStation 2,PlayStation 4","Role-Playing,Console-style RPG",Zener Works
8.3,Electronic Arts,E,F1 2001,83,"PlayStation 2,PC","Driving,Racing,Formula One",EA Sports
7,Universal Interactive,T,The Mummy Returns,44,PlayStation 2,"Action Adventure,Fantasy",Blitz Games
3.9,Acclaim,E,Paris-Dakar Rally,36,PlayStation 2,"Driving,Racing,Rally / Offroad",Broadsword Interactive
8.3,SCEA,T,Kinetica,77,PlayStation 2,"Driving,Racing,Futuristic",SCE Santa Monica
8.5,Electronic Arts,E,NASCAR Thunder 2002,85,PlayStation 2,"Driving,Racing,Stock Car",EA Sports
8.1,Eidos Interactive,T,Thunderstrike: Operation Phoenix,65,PlayStation 2,"Action,Simulation,Shooter,Flight,Third-Person,Helicopter,Modern",Core Design Ltd.
6.8,Ubisoft,T,Batman: Vengeance,68,"PlayStation 2,PC","Action Adventure,Fantasy",Ubisoft
8.6,Capcom,M,Devil May Cry,94,PlayStation 2,"Action Adventure,Fantasy",Capcom
3.3,Titus Software,E,Top Gun: Combat Zones,63,PlayStation 2,"Simulation,Flight,Modern Jet",Titus Software
7.6,Activision,E,Supercar Street Challenge,57,"PlayStation 2,PC","Driving,Racing,GT / Street",Exakt
7.9,Ubisoft,E,Sunny Garcia Surfing,61,PlayStation 2,"Sports,Alternative,Surfing",Krome Studios
8.5,Rockstar Games,M,Grand Theft Auto III,97,"PlayStation 2,PC,PlayStation 4","Action Adventure,Modern",DMA Design
7.8,Eidos Interactive,T,Project Eden,71,"PlayStation 2,PC","Action Adventure,Sci-Fi",Core Design Ltd.
7.5,Activision,T,Tony Hawk's Pro Skater 3,97,"PlayStation 2,PC","Sports,Alternative,Skateboarding",Neversoft Entertainment
7.4,Electronic Arts,E,NBA Live 2002,70,PlayStation 2,"Sports,Traditional,Basketball,Sim",Electronic Arts
7.2,VU Games,E,Crash Bandicoot: The Wrath of Cortex,66,PlayStation 2,"Action,Platformer,3D",Traveller's Tales
7.3,Atari,E,MXRider,69,PlayStation 2,"Driving,Racing,Motorcycle,Motocross",Paradigm Entertainment
8.7,Rockstar Games,T,Smuggler's Run 2: Hostile Territory,77,PlayStation 2,"Driving,Mission-based",Rockstar San Diego
8.5,Eidos Interactive,M,Soul Reaver 2,80,"PlayStation 2,PC","Action Adventure,Horror",Crystal Dynamics
7.8,Acclaim,E,Burnout,79,PlayStation 2,"Driving,Racing,Arcade",Criterion Games
5.8,EA Sports,E,FIFA Soccer 2002,82,PlayStation 2,"Sports,Traditional,Soccer,Sim",EA Sports
8.9,Namco,E,Ace Combat 04: Shattered Skies,89,PlayStation 2,"Simulation,Flight,Modern Jet",Namco
8.2,Atari,E,Splashdown,84,PlayStation 2,"Driving,Racing,Snow / Water",Rainbow Studios
8.9,EA Sports Big,E,SSX Tricky,92,PlayStation 2,"Sports,Alternative,Snowboarding",EA Canada
8,Empire Interactive,T,Victorious Boxers: Ippo's Road to Glory,75,PlayStation 2,"Sports,Traditional,Boxing",New
8,Capcom,T,Capcom vs. SNK 2: Mark of the Millennium 2001,81,PlayStation 2,"Action,Fighting,2D",Capcom
3,Bam Entertainment,T,Driven,38,PlayStation 2,"Driving,Racing,Formula One",Bam Entertainment
8.5,Sierra Entertainment,M,Half-Life,87,"PlayStation 2,PC","Action,Shooter,First-Person,Sci-Fi",Gearbox Software
6.8,Majesco Games,M,Soldier of Fortune: Gold Edition,59,PlayStation 2,"Action,Shooter,First-Person,Modern",Pipe Dream Interactive
8.7,Konami,M,Metal Gear Solid 2: Sons of Liberty,96,PlayStation 2,"Action Adventure,Modern",KCEJ
6.5,SCEA,E,NCAA Final Four 2002,52,PlayStation 2,"Sports,Traditional,Basketball,Sim",989 Sports
7.9,Electronic Arts,T,James Bond 007: Agent Under Fire,72,PlayStation 2,"Action,Shooter,First-Person,Modern",EA Redwood Shores
8.3,Titus Software,E,Stunt GP,49,"PlayStation 2,PC","Driving,Racing,Kart",Team 17
8.7,Activision,E,Shaun Palmer's Pro Snowboarder,64,PlayStation 2,"Sports,Alternative,Snowboarding",Dearsoft
7.1,Ubisoft,E,Disney's Tarzan Untamed,59,PlayStation 2,"Action Adventure,Fantasy",Ubisoft
5.6,Acclaim,E,18 Wheeler: American Pro Trucker,61,PlayStation 2,"Driving,Racing,Arcade",Acclaim Studios Cheltenham
8.3,Namco,T,Vampire Night,65,PlayStation 2,"Action,Shooter,Light Gun",Wow Entertainment
3.4,Acclaim,T,Jeremy McGrath Supercross World,35,PlayStation 2,"Driving,Racing,Motorcycle,Motocross",Acclaim
4.6,Konami,E,Frogger: The Great Quest,32,"PlayStation 2,PC","Action,Platformer,3D",Konami
7.3,THQ,T,WWF SmackDown! Just Bring It,76,PlayStation 2,"Action,Fighting,Wrestling",Yuke's
7.5,Sega,E,NFL 2K2,85,PlayStation 2,"Sports,Traditional,Football,Sim",Visual Concepts
8.7,Natsume,E,Harvest Moon: Save the Homeland,76,"PlayStation 2,PlayStation 4","Strategy,Breeding/Constructing",Victor Interactive Software
8.6,SCEA,E,Frequency,83,PlayStation 2,"Miscellaneous,Rhythm,Music",Harmonix Music Systems
7.6,Electronic Arts,T,The Simpsons Road Rage,64,PlayStation 2,"Driving,Mission-based",Fox Interactive
4.5,Eidos Interactive,E,Wave Rally,62,PlayStation 2,"Driving,Racing,Snow / Water",Opus
8.9,Koei,T,Dynasty Warriors 3,78,PlayStation 2,"Action,Beat-'Em-Up",Omega Force
6.3,3DO,T,Dragon Rage,50,PlayStation 2,"Action,Shooter,Third-Person,Fantasy",3DO
8.5,Atlus Co.,T,Tsugunai: Atonement,67,PlayStation 2,"Role-Playing,Console-style RPG",Cattle Call
8.3,VU Games,T,Baldur's Gate: Dark Alliance,87,PlayStation 2,"Role-Playing,Action RPG",Snowblind Studios
4.6,SCEA,E,NFL GameDay 2002,51,PlayStation 2,"Sports,Traditional,Football,Sim",Red Zone Entertainment
8.2,Acclaim,T,Legends of Wrestling,55,PlayStation 2,"Action,Fighting,Wrestling",Acclaim
8.8,SCEA,E,Jak and Daxter: The Precursor Legacy,90,"PlayStation 2,PlayStation 4","Action,Platformer,3D",Naughty Dog
6.7,Namco,E,Namco Museum,72,"PlayStation 2,Switch","Miscellaneous,Compilation",Mass Media
6.7,Ubisoft,T,The Legend of Alon D'ar,43,PlayStation 2,"Role-Playing,Action RPG",Stormfront Studios
8.5,Rockstar Games,M,Max Payne,80,"PlayStation 2,iPhone/iPad,PC,PlayStation 4","Action,Shooter,Third-Person,Modern",Rockstar Toronto
6.4,Majesco Games,T,Star Trek: Voyager Elite Force,52,"PlayStation 2,PC","Action,Shooter,First-Person,Sci-Fi",Pipe Dream Interactive
8.9,Midway,M,Shadow Hearts,73,PlayStation 2,"Role-Playing,Console-style RPG",Sacnoth
7.8,Ubisoft,T,Jade Cocoon 2,76,PlayStation 2,"Role-Playing,Console-style RPG",Genki
7.9,Atlus Co.,T,Wizardry: Tale of the Forsaken Land,70,PlayStation 2,"Role-Playing,PC-style RPG",Racjin
6.9,Interplay,T,Giants: Citizen Kabuto,79,"PlayStation 2,PC","Action,Shooter,Third-Person,Sci-Fi",Digital Mayhem
5.7,3DO,T,Jonny Moseley Mad Trix,44,PlayStation 2,"Sports,Alternative,Snowboarding",3DO
5.2,EA Sports,E,NCAA March Madness 2002,54,PlayStation 2,"Sports,Traditional,Basketball,Sim",NuFX
7.8,Sega,E,NBA 2K2,89,PlayStation 2,"Sports,Traditional,Basketball,Sim",Visual Concepts
8.3,Sega,E,Rez,78,"PlayStation 2,Xbox 360","Action,Shooter,Rail",UGA
7.9,Konami,T,ESPN Winter X-Games Snowboarding 2002,64,PlayStation 2,"Sports,Alternative,Snowboarding",Konami
8.7,Bandai,T,Mobile Suit Gundam: Zeonic Front,71,PlayStation 2,"Simulation,Sci-Fi,Mech",Sunrise Interactive
3.8,3DO,T,GoDai: Elemental Force,27,PlayStation 2,"Action,Beat-'Em-Up",3DO
8.4,Agetec Inc.,T,Forever Kingdom,64,PlayStation 2,"Role-Playing,Action RPG",From Software
7.8,Namco,E,MotoGP 2,78,PlayStation 2,"Driving,Racing,Motorcycle,Street",Namco
7.1,SCEA,E,PaRappa the Rapper 2,67,"PlayStation 2,PlayStation 4","Miscellaneous,Rhythm,Music",NanaOn-Sha
8.7,Ubisoft,T,Grandia II,71,"PlayStation 2,PC","Role-Playing,Console-style RPG",Game Arts
5.8,Namco,T,AirBlade,70,PlayStation 2,"Sports,Alternative,Futuristic",Criterion Games
9,SCEA,M,Drakan: The Ancients' Gates,78,PlayStation 2,"Action Adventure,Fantasy",Surreal Software
4.2,Eidos Interactive,E,Salt Lake 2002,49,"PlayStation 2,PC","Sports,Olympic Sports",Attention To Detail
8.9,Midway,E,NFL Blitz 20-02,76,PlayStation 2,"Sports,Traditional,Football,Arcade",Midway
7.9,3DO,E,High Heat Major League Baseball 2003,84,"PlayStation 2,PC","Sports,Traditional,Baseball,Sim",3DO
8.2,LucasArts,E,Star Wars: Racer Revenge,73,PlayStation 2,"Driving,Racing,Futuristic",Rainbow Studios
8.9,Capcom,T,Maximo: Ghosts to Glory,84,PlayStation 2,"Action,Platformer,3D",Capcom
6.1,Rockstar Games,M,State of Emergency,71,"PlayStation 2,PC","Action,Beat-'Em-Up",VIS Entertainment
8.3,Electronic Arts,T,Pirates: The Legend of Black Kat,72,PlayStation 2,"Action Adventure,Fantasy",Westwood Studios
7.5,SCEA,E,World Tour Soccer 2002,77,PlayStation 2,"Sports,Traditional,Soccer,Sim",SCEE London Studio
5.3,DreamCatcher Interactive,E,Woody Woodpecker: Escape from Buzz Buzzard Park,64,"PlayStation 2,PC","Action,Platformer,2D",EKO Software
8.2,Ignition Entertainment,E10+,Teenage Zombies: Invasion of the Alien Brain Thingys,67,DS,"Adventure,General,General",InLight Entertainment
7.9,Atlus,E10+,Rondo of Swords,69,DS,"Strategy,Turn-Based,Fantasy,General,Fantasy",Success
8.4,Nintendo,E,Pokemon Mystery Dungeon: Explorers of Time,60,DS,"Role-Playing,Console-style RPG,Console-style RPG,Roguelike",ChunSoft
8.4,Nintendo,E,Pokemon Mystery Dungeon: Explorers of Darkness,59,DS,"Role-Playing,Console-style RPG,Console-style RPG,Roguelike",ChunSoft
5.4,Majesco Games,E,Toy Shop,31,DS,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon","Gameinvest, Seed Studios, Lda"
8.8,Square Enix,T,The World Ends with You,88,"DS,iPhone/iPad","Role-Playing,Action RPG,Action RPG",Jupiter Corporation
7,Sega,E10+,Iron Man,56,"DS,PC,PlayStation 2,PlayStation 3,Xbox 360","Action,General,General",Artificial Mind and Movement
6.8,Nintendo,E,CrossworDS,67,DS,"Miscellaneous,Puzzle,Puzzle,General,Logic,General",Nuevo Retro Games
7,Warner Bros. Interactive Entertainment,E,Speed Racer,75,"DS,PlayStation 2","Driving,Racing,Arcade,Drag,Futuristic,Drag",Virtuos
7.4,Atlus,E10+,Drone Tactics,74,DS,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,General",Success
2.3,Agetec,E,LOL: Never Party Alone!,56,DS,"Miscellaneous,Party,Party,Party / Minigame",Route24
6,Activision,E10+,DreamWorks Kung Fu Panda,71,DS,"Action,Platformer,Platformer,3D,2D,3D",Vicarious Visions
3,Empire Interactive,E,Myst,43,"DS,3DS,iPhone/iPad","Adventure,3D,First-Person,Fantasy,Fantasy",Hoplite Research
7.8,LucasArts,E,LEGO Indiana Jones: The Original Adventures,80,"DS,PC,PlayStation 2,PlayStation 3,Xbox 360","Action Adventure,Adventure,Historic,General",TT Fusion
8,Eidos Interactive,E,Soul Bubbles,78,DS,"Action,General,General",Mekensleep
7.2,Atlus,E10+,Summon Night: Twin Age,73,DS,"Role-Playing,Action RPG,Action RPG",Flight-Plan
8.3,Atlus,E10+,Etrian Odyssey II: Heroes of Lagaard,82,DS,"Role-Playing,First-Person,First-Person,Western-Style",Atlus
6,Eidos Interactive,E,Wacky Races: Crash & Dash,41,DS,"Driving,Racing,Arcade,Kart,Other,Kart",Farmind Ltd
7.8,Square Enix,E,Space Invaders Extreme,85,"DS,PC,Xbox 360","Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Vertical",Taito Corporation
7.3,Square Enix,E,Arkanoid DS,61,DS,"Action,General,General,Arcade",Taito Corporation
6.3,The Game Factory,E,Code Lyoko: Fall of X.A.N.A.,51,DS,"Adventure,General,General",The Game Factory
8.6,Activision,E10+,Guitar Hero: On Tour,71,DS,"Action,Miscellaneous,Rhythm,Music,Music",Vicarious Visions
7.6,Ubisoft,E,My Weight Loss Coach,63,DS,"Sports,Miscellaneous,Alternative,Exercise / Fitness,Other",Ubisoft Montreal
6.6,Capcom,E,Mega Man Star Force 2: Zerker x Saurian,55,DS,"Role-Playing,Action RPG,Action RPG",Capcom
8,Capcom,E,Mega Man Star Force 2: Zerker x Ninja,55,DS,"Role-Playing,Action RPG,Action RPG",Capcom
7.1,Square Enix,E10+,Final Fantasy Tactics A2: Grimoire of the Rift,80,DS,"Strategy,Turn-Based,Fantasy,Fantasy,Tactics",Square Enix
8.5,Atlus,T,Trauma Center: Under the Knife 2,79,DS,"Action,Simulation,General,General,Virtual,Career",Vanguard
3.2,DSI Games,E,1 vs. 100,38,DS,"Miscellaneous,Trivia / Game Show,Trivia / Game Show",ECI
3.3,2K Play,E,Carnival Games,48,"DS,iPhone/iPad","Action,Miscellaneous,General,Party,Party / Minigame",Cat Daddy Games
7.8,2K Games,E10+,Sid Meier's Civilization Revolution,80,"DS,iPhone/iPad,PlayStation 3,Xbox 360","Strategy,Turn-Based,Historic,General,Historic",Firaxis Games
7.7,Square Enix,E10+,Final Fantasy IV,85,"DS,iPhone/iPad,PC","Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",Matrix Software
8.1,Atlus,T,Izuna 2: The Unemployed Ninja Returns,65,DS,"Role-Playing,Console-style RPG,Console-style RPG,Roguelike",Ninja Studio
3.3,Majesco Games,E10+,Nancy Drew: The Mystery of the Clue Bender Society,46,DS,"Adventure,General,General",Gorilla Systems
8.1,Codemasters,E,GRID,79,"DS,PC,PlayStation 3,Xbox 360","Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",Firebrand Games
8.1,D3Publisher,E10+,Bangai-O Spirits,83,DS,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical",Treasure
2.2,Electronic Arts,E,The Sims 2: Apartment Pets,50,DS,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",Full Fat
6.5,Namco Bandai Games,E,Digimon World Championship,49,DS,"Strategy,Breeding/Constructing,General,Breeding/Constructing",Epics
8,Aksys Games,E,From the Abyss,59,DS,"Role-Playing,Action RPG,Action RPG",Sonic Powered
7.5,Atari,E,N+,82,"DS,PC,Xbox 360","Action,Platformer,Platformer,2D,2D","Metanet Software Inc., SilverBirch Studios"
7.1,Natsume,E,Harvest Moon DS: Island of Happiness,65,DS,"Strategy,Breeding/Constructing,Management,Breeding/Constructing,Business / Tycoon",TOSE
6.7,EA Games,E,Spore Creatures,65,"DS,iPhone/iPad","Strategy,Breeding/Constructing,General,Breeding/Constructing",Griptonite Games
8.5,THQ,E,Lock's Quest,80,"DS,PC,PlayStation 4,Xbox One","Strategy,Real-Time,Historic,Historic,Defense",5TH Cell
7.2,THQ,E,Viva Pinata: Pocket Paradise,82,DS,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",Rare Ltd.
6.5,Ubisoft,T,Hell's Kitchen,48,"DS,iPhone/iPad,PC,PlayStation 2","Miscellaneous,General,General",Ludia Inc.
5.5,THQ,E,Drawn to Life: SpongeBob SquarePants Edition,68,DS,"Action Adventure,Adventure,General,General,Sandbox",Altron
5.3,Ignition Entertainment,E,Red Bull BC One,48,DS,"Action,Miscellaneous,Rhythm,Dancing,Dancing",Smack Down Productions
7.9,Square Enix,E10+,Dragon Quest IV: Chapters of the Chosen,80,DS,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",ArtePiazza
5.5,LucasArts,T,Star Wars: The Force Unleashed,61,"DS,iPhone/iPad,PlayStation 2,PlayStation 3,Xbox 360","Action,General,General,Shooter,Third-Person,Arcade",n-Space
8.7,Nintendo,E,Kirby Super Star Ultra,76,DS,"Action,Platformer,Platformer,2D,2D",HAL Labs
5.6,"Genius Products, Inc.",E,Line Rider 2: Unbound,59,"DS,PC","Miscellaneous,Puzzle,Puzzle,General,Puzzle,Action",InXile Entertainment
7.3,EA Games,E,SimCity Creator,69,DS,"Strategy,Breeding/Constructing,General,Management,Breeding/Constructing,Government",Electronic Arts
6.8,NIS America,E,Rhapsody: A Musical Adventure,67,DS,"Role-Playing,General,General",Nippon Ichi Software
7.3,NIS America,T,Disgaea DS,82,"DS,PC,PlayStation 2","Strategy,Turn-Based,Fantasy,Fantasy,Tactics",Nippon Ichi Software
8,Warner Bros. Interactive Entertainment,E10+,LEGO Batman: The Videogame,72,"DS,PC,PlayStation 3,Xbox 360","Action Adventure,Modern,General,Modern",TT Fusion
7.8,Konami,T,Time Hollow,64,DS,"Adventure,General,General,Visual Novel",Tenky
8.2,Sega,E,Dinosaur King,61,DS,"Role-Playing,Strategy,General,General,General",Climax Entertainment
7.4,Natsume,E,Princess Debut,71,DS,"Action,Miscellaneous,Rhythm,Dancing,Dancing",Cave
6.8,Sega,E,Sonic Chronicles: The Dark Brotherhood,74,DS,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",BioWare
5.6,Activision,E,Crash: Mind Over Mutant,45,"DS,Xbox 360","Action,Platformer,Platformer,3D,3D",TOSE
7.3,Disney Interactive Studios,E10+,Spectrobes: Beyond the Portals,70,DS,"Role-Playing,Action RPG,Action RPG","Jupiter Corporation, Jupiter Multimedia"
7.5,Sega,T,Bleach: Dark Souls,82,DS,"Action,Fighting,Fighting,2D,2D",Treasure
7.3,Taito Corporation,E10+,The Legend of Kage 2,70,DS,"Action,General,General",Taito Corporation
6.1,EA Sports,E,FIFA Soccer 09,84,"DS,PC,PlayStation 2,PlayStation 3,Xbox 360","Sports,Traditional,Team,Soccer,Sim,Sim",EA Canada
6.7,Ubisoft,E,My Japanese Coach,59,DS,"Miscellaneous,Edutainment,Edutainment","Ubisoft, Sensory Sweep"
7.5,Tomy Corporation,E10+,Naruto: Path of the Ninja 2,62,DS,"Role-Playing,General,General",TOSE
6.5,Sierra Entertainment,E,The Legend of Spyro: Dawn of the Dragon,57,"DS,PlayStation 3,Xbox 360","Action,Platformer,Platformer,3D,3D",Etranges Libellules
7.3,Activision,E10+,Spider-Man: Web of Shadows,77,"DS,PC,PlayStation 2,PlayStation 3,Xbox 360","Action,Platformer,General,2D",Griptonite Games
8.4,Konami,T,Castlevania: Order of Ecclesia,85,DS,"Action,Role-Playing,Platformer,Platformer,Action RPG,2D,2D",Konami
7.5,Omni Systems,E,Eufloria,73,"PlayStation 3,iPhone/iPad,PC,PlayStation Vita","Strategy,General,General","Rudolf Kremers, Alex May"
4.9,Activision,T,X-Men: Destiny,50,"PlayStation 3,Xbox 360","Action,Beat-'Em-Up,Beat-'Em-Up,3D",Silicon Knights
8.6,SCEA,T,The ICO & Shadow of the Colossus Collection,92,PlayStation 3,"Miscellaneous,Action Adventure,Fantasy,Compilation,Compilation",Bluepoint Games
7.8,Ubisoft,E10+,Child of Eden,81,"PlayStation 3,Xbox 360","Action,Shooter,Shooter,Third-Person,Rail,Rail,Fantasy",Q Entertainment
6.7,2K Sports,E,NBA 2K12,90,"PlayStation 3,iPhone/iPad,PC,PlayStation 2,Xbox 360","Sports,Traditional,Team,Basketball,Sim,Sim",Visual Concepts
7,EA Games,M,Crysis,81,"PlayStation 3,PC,Xbox 360","Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",Crytek
8.9,Namco Bandai Games,M,Dark Souls,89,"PlayStation 3,Xbox 360","Role-Playing,Action RPG,Action RPG",From Software
7.2,Activision,T,Spider-Man: Edge of Time,58,"PlayStation 3,3DS,Xbox 360","Action,Action Adventure,Adventure,Fantasy,Beat-'Em-Up,Fantasy,Third-Person,Fantasy,3D",Beenox
8.1,Natsume,E10+,Rune Factory: Tides of Destiny,55,PlayStation 3,"Role-Playing,General,General,Action RPG",Neverland
6.3,Bethesda Softworks,M,Rage,81,"PlayStation 3,iPhone/iPad,PC,Xbox 360","Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",id Software
7.2,Electronic Arts,E,NBA Jam: On Fire Edition,81,"PlayStation 3,Xbox 360","Sports,Traditional,Team,Basketball,Arcade,Arcade",EA Sports
6.6,Sony Online Entertainment,E10+,Sideway: New York,73,"PlayStation 3,PC","Miscellaneous,General,General","Playbrains, Fuel Industries"
6.8,Namco Bandai Games,T,Ace Combat: Assault Horizon,77,"PlayStation 3,Xbox 360","Action,Simulation,Flight,Flight,Combat",Project Aces
6.7,Capcom,M,Dead Rising 2: Off the Record,72,"PlayStation 3,PC,PlayStation 4,Xbox 360,Xbox One","Action Adventure,Horror,Horror,Open-World",Capcom Vancouver
4.8,Ubisoft,,WRC 2: FIA World Rally Championship 2011,64,"PlayStation 3,Xbox 360","Driving,Racing,Rally / Offroad",MileStone Inc.
5.9,Yuke's,E10+,Real Steel,41,"PlayStation 3,Xbox 360","Action,Fighting,Fighting,3D,3D",Yuke's
5.1,Activision,E10+,Skylanders: Spyro's Adventure,77,"PlayStation 3,3DS,PC,Xbox 360","Action,Platformer,Platformer,3D,3D",Toys for Bob
6.5,Electronic Arts,M,Dragon Age II: Mark of the Assassin,82,"PlayStation 3,PC,Xbox 360","Role-Playing,PC-style RPG,Action RPG",BioWare
6.8,Cold Beam Games,E,Beat Hazard Ultra,63,"PlayStation 3,iPhone/iPad,PC","Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",Cold Beam Games
6.8,SCEA,T,Everybody Dance,66,PlayStation 3,"Action,Miscellaneous,Rhythm,Dancing,Dancing",SCEE
7.2,Square Enix,M,Deus Ex: Human Revolution - The Missing Link,78,"PlayStation 3,PC,Xbox 360","Action Adventure,Sci-Fi,Sci-Fi,General",Eidos Montreal
3.8,SCEA,E,Okabu,59,PlayStation 3,"Action Adventure,Fantasy,General,Fantasy",HandCircus
6.5,Sony Online Entertainment,M,Payday: The Heist,70,"PlayStation 3,PC","Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",Overkill Software
5.6,Ratloop Asia Pte Ltd,M,Rocketbirds: Hardboiled Chicken,74,"PlayStation 3,PC,PlayStation Vita","Action,Adventure,General,General,Platformer,2D",Ratloop Asia Pte Ltd
3.4,Electronic Arts,T,The Sims 3: Pets,70,"PlayStation 3,3DS,Xbox 360","Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",The Sims Studio
8.3,Ubisoft,T,Rocksmith,80,"PlayStation 3,iPhone/iPad,PC,Xbox 360","Action,Miscellaneous,Rhythm,Music,Music",Ubisoft
6.7,Trendy Entertainment,E10+,Dungeon Defenders,80,"PlayStation 3,PC,Xbox 360","Role-Playing,Action RPG,Action RPG",Trendy Entertainment
7,Sega,E,Daytona USA,71,"PlayStation 3,Xbox 360","Driving,Racing,Arcade,Arcade,Automobile",Sega AM2
8.7,Warner Bros. Interactive Entertainment,T,Batman: Arkham City,96,"PlayStation 3,PC,Xbox 360","Action Adventure,Fantasy,Fantasy,Open-World",Rocksteady Studios
6.5,SCEA,E10+,Ratchet & Clank: All 4 One,70,PlayStation 3,"Action,Platformer,Platformer,3D,3D",Insomniac Games
3,Konami,M,Zombie Apocalypse: Never Die Alone,67,"PlayStation 3,Xbox 360","Action,General,Shooter,Static,Shoot-'Em-Up,Top-Down",Konami
8.1,SCEA,T,inFamous: Festival of Blood,78,PlayStation 3,"Action Adventure,Sci-Fi,Sci-Fi,Open-World",Sucker Punch
6.8,SCEA,E,PixelJunk SideScroller,76,PlayStation 3,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Horizontal",Q-Games
6.3,Team 17,E,Worms Crazy Golf,61,"PlayStation 3,iPhone/iPad,PC","Sports,Traditional,Individual,Golf,Arcade,Arcade",Team 17
6.9,Disney Interactive Studios,E10+,Disney Universe,70,"PlayStation 3,PC,Xbox 360","Action Adventure,Adventure,General,Fantasy,General,Fantasy","Eurocom Entertainment Software, Eurocom"
5.4,Namco Bandai Games,T,Dragon Ball Z: Ultimate Tenkaichi,58,"PlayStation 3,Xbox 360","Action,Fighting,Fighting,3D,3D",Spike
7.6,Sega,M,The House of the Dead: Overkill - Extended Cut,75,PlayStation 3,"Action,Shooter,Shooter,Light Gun,Light Gun",Headstrong Games
7,THQ,E10+,DreamWorks Puss in Boots,70,"PlayStation 3,Xbox 360","Action,General,General",THQ
7.5,Electronic Arts,M,Battlefield 3,85,"PlayStation 3,PC,Xbox 360","Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern,Arcade",EA DICE
5.2,Ubisoft,T,NCIS,50,"PlayStation 3,3DS,PC,Xbox 360","Adventure,General,General",Ubisoft
6.8,Konami,E10+,Jimmie Johnson's Anything With an Engine,67,"PlayStation 3,Xbox 360","Driving,Racing,Arcade,Kart,Other,Kart",Isopod Labs
3.4,PAN Vision AB,E,Max & the Magic Marker: Gold Edition,69,"PlayStation 3,iPhone/iPad,iPhone/iPad,PC","Action,Platformer,Platformer,2D,2D",Press Play
5.9,Dark Energy Digital,M,Hydrophobia Prophecy,70,"PlayStation 3,PC","Action Adventure,Horror,Horror,Survival",Dark Energy Digital
8.3,Sega,E,Sonic Generations,76,"PlayStation 3,3DS,PC,PC,Xbox 360","Action,Platformer,Platformer,3D,3D",Sega
5.1,Atlus,M,The Cursed Crusade,45,"PlayStation 3,PC,Xbox 360","Action Adventure,Fantasy,General,Fantasy",Kylotonn
8.4,SCEA,T,Uncharted 3: Drake's Deception,92,PlayStation 3,"Action Adventure,Modern,Modern,Linear",Naughty Dog
8.9,Konami,M,Metal Gear Solid HD Collection,89,"PlayStation 3,Xbox 360","Miscellaneous,Action Adventure,Modern,Compilation,Compilation","Genki, Bluepoint Games"
